Breed,Sterilized,Dewormed,Vaccinated,Health Status,Fur Length,Maturity Size,Gender,Type,Adopted,Age Bins,Videos,Photos,AdoptionSpeed,Primary Color,Secondary Color,Tertiary Color
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,No,"[6,12]",0,5,4,Black,Yellow,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[24,60]",0,5,4,Brown,Golden,White
Ragdoll,Not Sure,No,No,Healthy,Long,Small,Female,Cat,Yes,"[3,6]",0,3,2,Black,White,
Mixed Breed,Yes,Yes,No,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,6,1,Cream,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[6,12]",0,1,3,Black,Brown,Cream
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,7,2,Golden,Cream,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Male,Dog,No,"[3,6]",0,0,4,Black,Brown,
Mixed Breed,No,No,No,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,5,3,Black,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[6,12]",0,2,2,Black,White,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",0,1,4,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,No,"[0,2]",0,0,4,Black,Brown,Cream
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[24,60]",0,1,3,Brown,,
Cocker Spaniel,No,No,No,Healthy,Small,Small,Female,Dog,Yes,"[3,6]",0,3,1,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,1,1,Black,Brown,White
Domestic Short Hair,Not Sure,Yes,Yes,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,5,1,Yellow,White,
Shih Tzu,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[12,24]",0,3,1,Cream,White,
Poodle,Yes,Yes,Yes,Healthy,Long,Small,Female,Dog,Yes,"[60,255]",0,3,1,Brown,,
Terrier,No,No,No,Healthy,Medium,Medium,Mixed,Dog,Yes,"[0,2]",0,2,1,Black,Cream,White
Black Labrador Retriever,No,Not Sure,Not Sure,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,2,2,Black,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,5,2,Black,Yellow,White
Domestic Medium Hair,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",1,4,2,Cream,,
Persian,No,Yes,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[12,24]",0,3,1,Black,Gray,
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,1,3,Black,White,
Labrador Retriever,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,8,1,Black,,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,12,3,Black,White,
Domestic Short Hair,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,4,1,Black,White,
Jack Russell Terrier,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",1,9,2,Brown,White,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[24,60]",0,1,3,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[0,2]",1,4,4,Black,Brown,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,4,2,Black,Brown,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,3,1,Black,White,
Tabby,Yes,Yes,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[6,12]",0,2,2,Golden,,
Domestic Medium Hair,No,Yes,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[0,2]",0,4,3,Black,Gray,White
Tabby,Yes,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[6,12]",0,3,2,Brown,Cream,Gray
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,4,2,Gray,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,3,2,Black,Brown,
Beagle,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[12,24]",0,10,0,Brown,White,
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Large,Male,Dog,Yes,"[12,24]",0,3,0,Brown,,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,9,3,Black,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,2,1,White,,
Mixed Breed,No,Yes,No,Healthy,Small,Large,Mixed,Dog,No,"[0,2]",0,5,4,Black,Brown,White
Bengal,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Cat,No,"[12,24]",0,1,4,Black,Gray,White
Domestic Short Hair,Yes,Not Sure,No,Healthy,Small,Medium,Female,Cat,No,"[12,24]",0,1,4,Black,Brown,
Collie,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,5,1,Black,Cream,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Male,Cat,No,"[6,12]",0,0,4,Black,Gray,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,2,3,Black,Brown,White
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[0,2]",0,7,2,Gray,White,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,4,1,Brown,Yellow,Cream
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,2,1,Brown,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Male,Dog,Yes,"[3,6]",0,4,1,Cream,White,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Small,Female,Cat,No,"[6,12]",0,6,4,Yellow,,
Siamese,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,1,2,Black,White,
Mixed Breed,Yes,No,No,Healthy,Small,Medium,Mixed,Dog,Yes,"[24,60]",0,2,2,Black,Brown,
Mixed Breed,Not Sure,No,No,Healthy,Small,Large,Male,Dog,Yes,"[3,6]",0,3,2,Brown,,
Mixed Breed,Yes,Yes,Yes,Minor Injury,Small,Medium,Female,Dog,No,"[24,60]",0,2,4,Brown,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,1,1,Brown,White,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,13,3,Black,Brown,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,1,2,Golden,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[6,12]",0,1,3,Brown,,
Domestic Long Hair,No,No,No,Healthy,Long,Small,Male,Cat,Yes,"[3,6]",0,3,1,Black,Golden,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,2,3,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,9,2,Black,Brown,
Beagle,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[24,60]",0,5,2,Black,Yellow,White
Shar Pei,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,3,2,Black,Brown,
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,3,3,Black,Brown,
Spitz,Yes,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Dog,Yes,"[24,60]",0,9,3,Golden,Cream,
Domestic Medium Hair,No,Yes,No,Healthy,Long,Medium,Female,Cat,Yes,"[0,2]",2,10,2,Black,Yellow,White
Siamese,No,No,No,Healthy,Medium,Medium,Female,Cat,No,"[6,12]",0,3,4,Brown,Cream,
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Female,Cat,Yes,"[6,12]",0,3,1,Brown,Cream,
Bengal,No,No,No,Minor Injury,Medium,Medium,Male,Cat,Yes,"[3,6]",0,4,1,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,3,1,Brown,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,1,2,Black,Brown,White
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Large,Male,Cat,Yes,"[12,24]",0,4,1,Black,Gray,White
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,6,3,Brown,White,
Mixed Breed,Not Sure,Not Sure,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[6,12]",0,1,1,Brown,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,6,1,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[0,2]",0,5,4,Black,Brown,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,1,3,Black,,
Birman,No,Yes,Yes,Healthy,Long,Large,Male,Cat,Yes,"[24,60]",0,5,2,Black,,
Belgian Shepherd Malinois,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[24,60]",0,9,4,Black,Brown,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,2,2,Black,Brown,White
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Dog,No,"[12,24]",0,0,4,Brown,Golden,White
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,No,"[3,6]",0,4,4,Black,Brown,Yellow
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,4,2,Black,Golden,
Domestic Medium Hair,No,Yes,Yes,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,5,1,Yellow,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,4,1,Black,,
Mixed Breed,No,No,No,Healthy,Small,Small,Female,Dog,No,"[0,2]",0,1,4,Black,Brown,White
Beagle,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,1,1,Black,Brown,White
Domestic Medium Hair,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Cat,No,"[12,24]",0,7,4,Black,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Cat,No,"[24,60]",0,4,4,Black,Brown,White
Spitz,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[24,60]",0,2,2,White,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[6,12]",0,2,4,Yellow,,
Mixed Breed,Yes,Yes,No,Healthy,Small,Medium,Female,Dog,No,"[6,12]",0,2,4,White,,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,No,"[0,2]",0,4,4,Brown,Yellow,
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Male,Cat,No,"[0,2]",0,4,4,Black,White,
Mixed Breed,Not Sure,Yes,Not Sure,Healthy,Small,Medium,Male,Dog,No,"[3,6]",0,2,4,Black,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,2,3,Black,White,
Domestic Short Hair,Yes,Yes,Not Sure,Healthy,Small,Medium,Mixed,Cat,No,"[0,2]",0,21,4,Black,Brown,White
Shih Tzu,Yes,Yes,Not Sure,Healthy,Medium,Small,Female,Dog,Yes,"[60,255]",0,1,3,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,1,2,Brown,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Mixed,Dog,No,"[0,2]",0,5,4,Brown,Gray,White
Domestic Medium Hair,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Cat,Yes,"[12,24]",0,2,1,Brown,White,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,1,3,Black,Brown,
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Large,Male,Cat,Yes,"[0,2]",0,5,2,Golden,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",0,4,1,White,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,1,3,White,,
Mixed Breed,Yes,Not Sure,Not Sure,Minor Injury,Small,Large,Female,Dog,No,"[24,60]",0,2,4,White,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,6,4,Brown,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Mixed,Cat,No,"[0,2]",0,8,4,Black,Gray,White
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,7,3,Black,Brown,White
Domestic Medium Hair,Not Sure,Not Sure,Not Sure,Healthy,Medium,Small,Male,Cat,No,"[12,24]",0,1,4,Black,,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,No,"[12,24]",0,1,4,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,1,3,Brown,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,11,2,Black,Yellow,White
Shih Tzu,Not Sure,Yes,Not Sure,Healthy,Medium,Medium,Male,Dog,Yes,"[60,255]",0,2,2,Brown,White,
Terrier,Yes,Yes,Yes,Healthy,Long,Medium,Female,Dog,Yes,"[24,60]",0,3,3,Brown,Golden,Cream
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,3,3,Brown,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,6,3,Black,Brown,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,4,3,Black,Brown,White
Poodle,No,Yes,Yes,Healthy,Small,Small,Male,Dog,Yes,"[24,60]",0,1,1,White,,
Domestic Short Hair,Yes,Yes,Not Sure,Healthy,Small,Small,Mixed,Cat,Yes,"[3,6]",0,5,3,Brown,Cream,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,8,3,Black,Brown,
Poodle,No,Not Sure,Not Sure,Healthy,Medium,Small,Male,Dog,Yes,"[24,60]",0,3,2,Brown,,
Domestic Long Hair,No,Yes,No,Healthy,Long,Medium,Male,Cat,Yes,"[3,6]",0,5,2,Black,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,3,1,Black,Gray,White
Mixed Breed,No,No,No,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,2,1,Brown,White,
Labrador Retriever,No,Yes,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,5,3,Black,Brown,
Schnauzer,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[60,255]",0,1,2,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,1,2,Black,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",0,4,4,Black,Brown,
Domestic Short Hair,No,Yes,Yes,Healthy,Medium,Large,Mixed,Cat,Yes,"[3,6]",0,9,3,Black,Gray,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,1,1,Black,Yellow,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,7,4,Golden,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,1,2,Black,Brown,
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Small,Female,Cat,Yes,"[0,2]",0,10,1,White,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[12,24]",0,3,4,Black,,
Domestic Long Hair,No,No,No,Healthy,Medium,Small,Mixed,Cat,No,"[0,2]",0,1,4,Black,Golden,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,0,2,Golden,,
Domestic Medium Hair,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Cat,Yes,"[6,12]",1,5,2,Gray,White,
Tabby,Not Sure,Not Sure,Not Sure,Healthy,Medium,Large,Mixed,Cat,Yes,"[6,12]",0,11,2,Golden,Yellow,White
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",1,14,2,Black,Brown,Cream
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[24,60]",0,6,3,Brown,,
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Male,Cat,No,"[6,12]",0,3,4,Black,White,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,4,2,Brown,,
Shih Tzu,No,Yes,Yes,Healthy,Medium,Small,Male,Dog,Yes,"[24,60]",0,0,1,Black,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,3,1,Brown,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,3,2,Gray,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",0,4,1,Black,Yellow,White
Mixed Breed,Not Sure,Not Sure,Yes,Healthy,Medium,Medium,Male,Dog,No,"[24,60]",0,1,4,White,,
American Shorthair,No,No,No,Healthy,Small,Small,Male,Cat,No,"[0,2]",0,1,4,Black,White,
Domestic Long Hair,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Cat,No,"[6,12]",0,15,4,Black,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,3,2,Black,,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,1,2,Brown,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,4,2,Black,White,
Mixed Breed,No,Yes,No,Healthy,Small,Small,Mixed,Dog,Yes,"[0,2]",0,1,2,Black,Brown,Cream
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Male,Dog,No,"[24,60]",0,1,4,Brown,,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Mixed,Dog,No,"[0,2]",0,1,4,Black,Cream,White
Bengal,No,No,No,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,5,1,Gray,White,
Doberman Pinscher,No,Not Sure,Not Sure,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,7,2,Black,Brown,
Shih Tzu,No,Yes,Yes,Minor Injury,Long,Small,Mixed,Dog,Yes,"[24,60]",0,5,2,Brown,Gray,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,0,2,Black,Yellow,Gray
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,No,"[3,6]",0,1,4,Cream,Gray,White
Belgian Shepherd Laekenois,No,Yes,Yes,Healthy,Medium,Large,Female,Dog,Yes,"[6,12]",0,1,1,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[3,6]",0,1,4,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,6,2,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,3,3,White,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,3,2,Black,Brown,Gray
Mixed Breed,Yes,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Dog,No,"[12,24]",0,3,4,Black,,
Mixed Breed,No,No,No,Healthy,Small,Small,Female,Dog,Yes,"[0,2]",0,16,2,Black,Brown,White
Jack Russell Terrier (Parson Russell Terrier),No,Yes,Not Sure,Healthy,Medium,Small,Female,Dog,No,"[3,6]",0,1,4,Black,White,
Schnauzer,No,Yes,Yes,Healthy,Long,Medium,Male,Dog,Yes,"[24,60]",0,2,1,Gray,White,
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Cat,Yes,"[12,24]",0,2,1,Brown,,
Mixed Breed,No,Yes,No,Healthy,Medium,Large,Mixed,Dog,Yes,"[0,2]",0,5,2,Black,Brown,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,1,3,Brown,,
Domestic Short Hair,No,Not Sure,Not Sure,Healthy,Small,Small,Female,Cat,No,"[0,2]",0,1,4,Brown,Gray,White
Labrador Retriever,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[6,12]",0,2,1,Black,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,No,"[6,12]",0,3,4,Gray,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,No,"[0,2]",0,4,4,Black,Yellow,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,5,1,Black,Golden,
Domestic Medium Hair,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[12,24]",0,1,1,Black,White,
Golden Retriever,Yes,Yes,Yes,Minor Injury,Medium,Medium,Male,Dog,No,"[60,255]",0,1,4,Brown,Cream,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,1,1,Golden,White,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,No,"[6,12]",1,4,4,Black,,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Male,Cat,No,"[3,6]",0,5,4,Black,Golden,White
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[6,12]",0,10,2,Brown,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,8,3,Black,Brown,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,3,0,Black,Brown,
Domestic Medium Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[12,24]",0,3,0,Cream,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,No,"[0,2]",0,2,4,Black,White,
Domestic Short Hair,Yes,No,No,Healthy,Medium,Medium,Female,Cat,No,"[24,60]",0,4,4,Black,Gray,White
Mixed Breed,No,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,2,3,Brown,White,
Mixed Breed,Not Sure,Not Sure,Yes,Healthy,Medium,Medium,Mixed,Dog,No,"[6,12]",0,1,4,Black,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,2,3,Brown,,
Mixed Breed,No,No,No,Healthy,Small,Large,Female,Dog,Yes,"[0,2]",0,9,1,Black,Brown,White
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Male,Cat,No,"[12,24]",0,1,4,Yellow,,
Shepherd,No,Yes,No,Healthy,Medium,Large,Male,Dog,Yes,"[3,6]",0,12,2,Black,Brown,Golden
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,No,"[6,12]",0,5,4,Black,White,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,1,2,Black,Brown,
Spitz,Not Sure,Yes,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,5,3,Black,Brown,White
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,4,3,Black,White,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,1,3,Black,Brown,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",2,4,3,Black,Brown,
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[6,12]",0,1,2,Brown,White,
Domestic Short Hair,No,Yes,Yes,Healthy,Medium,Medium,Mixed,Cat,No,"[0,2]",0,5,4,Brown,Yellow,White
Tabby,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Male,Cat,No,"[3,6]",0,1,4,Golden,,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,3,1,Cream,,
Domestic Long Hair,No,Yes,Yes,Healthy,Long,Medium,Male,Cat,Yes,"[3,6]",0,2,2,Black,,
Tabby,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[3,6]",0,5,3,Yellow,Gray,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,Yes,"[12,24]",0,5,2,Brown,,
Domestic Short Hair,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,3,1,Black,Cream,White
German Shepherd Dog,No,Yes,Yes,Healthy,Long,Large,Female,Dog,Yes,"[60,255]",0,4,1,Black,Brown,Golden
Domestic Medium Hair,No,No,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[0,2]",0,3,1,Brown,Golden,
Tabby,No,Yes,Yes,Healthy,Small,Small,Female,Cat,No,"[3,6]",0,4,4,Black,Brown,White
Domestic Medium Hair,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Mixed,Cat,No,"[12,24]",0,1,4,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,1,3,Brown,,
Mixed Breed,No,Not Sure,Not Sure,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,1,1,Black,Brown,
Mixed Breed,Not Sure,Yes,Not Sure,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",0,3,4,Brown,White,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,2,1,Brown,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,2,1,Black,Brown,
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Female,Cat,No,"[3,6]",0,3,4,Black,,
Domestic Short Hair,Yes,Yes,Yes,Minor Injury,Small,Medium,Male,Cat,Yes,"[3,6]",0,5,3,Black,,
Tabby,Yes,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[12,24]",1,10,2,Golden,Cream,White
Terrier,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[24,60]",0,2,1,Black,White,
Persian,No,Yes,No,Healthy,Long,Medium,Female,Cat,Yes,"[0,2]",0,5,1,Black,Brown,Cream
